,Symbol,Name,Industry,IndustryCode
1910,SVFC,SVF Investment Corp 3 Class A,기타 금융업,556010
1911,MUDSU,Mudrick Capital Acquisition Corporation II Unit,기타 금융업,556010
1912,VIRX,Viracta Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1913,HCAR,Healthcare Services Acquisition Corp Class A,기타 금융업,556010
1914,ROVR,Rover Group Inc Class A,기타 금융업,556010
1915,GWRS,Global Water Resources Inc,수도 유틸리티,591030
1916,VACQ,Vector Acquisition Corp Class A,기타 금융업,556010
1917,SELB,Selecta Biosciences Inc,생명과학 및 메디컬 리서치,562020
1918,PFDR,Pathfinder Acquisition Corp Class A,기타 금융업,556010
1919,GNTY,Guaranty Bancshares Inc,은행,551010
1920,ATOM,Atomera Inc,반도체 및 반도체 장비,571010
1921,BMEA,Biomea Fusion Inc,생명과학 및 메디컬 리서치,562020
1922,GERN,Geron Corp,생명과학 및 메디컬 리서치,562020
1923,BHFAO,Brighthouse Financial Inc ADR,보험,553010
1924,TXMD,TherapeuticsMD Inc,제약,562010
1925,MTEM,Molecular Templates Inc,생명과학 및 메디컬 리서치,562020
1926,PRSR,Prospector Capital Corp Class A,기타 금융업,556010
1927,EBTC,Enterprise Bancorp Inc,은행,551010
1928,CPZ,Calamos Long/Short Equity & Dynamic Income Trust,다양한 금융서비스,555010
1929,SENEA,Seneca Foods Corp Class A,식품 및 담배,541020
1930,NGACU,Nextgen Acquisition Corp,기타 금융업,556010
1931,HOFT,Hooker Furniture Corp,가정용품,532040
1932,KOR,Corvus Gold Inc,메탈&마이닝,512010
1933,AOUT,American Outdoor Brands Inc,레저 상품,532050
1934,OTLK,Outlook Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1935,PSAG,Property Solutions Acquisition Corp II Class A,기타 금융업,556010
1936,STXB,Spirit of Texas Bancshares Inc,은행,551010
1937,BYTS,BYTE Acquisition Corp Class A,기타 금융업,556010
1938,PRVB,Provention Bio Inc,생명과학 및 메디컬 리서치,562020
1939,CDAK,Codiak BioSciences  Inc.,생명과학 및 메디컬 리서치,562020
1940,AMSC,American Superconductor Corp,"건설장비 및 대형차, 기차, 배",521020
1941,CZNC,Citizens & Northern Corp,은행,551010
1942,CPAR,Catalyst Partners Acquisition Corp Class A,기타 금융업,556010
1943,TTSH,Tile Shop Holdings Inc,전문품 상점,534030
1944,FORE,Foresight Acquisition Corp Class A,기타 금융업,556010
1945,SFST,Southern First Bancshares Inc,은행,551010
1946,SERA,Sera Prognostics Inc Class A,전문 및 상업 서비스,522030
1947,CCNE,CNB Financial Corp,은행,551010
1948,NGCAU,NextGen Acquisition II Corp,기타 금융업,556010
1949,PMGM,Priveterra Acquisition Corp Class A,기타 금융업,556010
1950,ALTO,Alto Ingredients Inc,재생에너지,502010
1951,CMII,CM Life Sciences II Inc Class A,기타 금융업,556010
1952,PLMI,Plum Acquisition I Corp Class A,기타 금융업,556010
1953,LUNA,Luna Innovations Inc,"건설장비 및 대형차, 기차, 배",521020
1954,MACQ,MCAP Acquisition Corp Class A,기타 금융업,556010
1955,DGICA,Donegal Group Inc Class A,보험,553010
1956,MOXC,Moxian Inc,헬스케어 업체 및 서비스,561020
1957,FTHM,Fathom Holdings Inc,부동산 운영 관리,601010
1958,GLAD,Gladstone Capital Corp,다양한 금융서비스,555010
1959,TETCU,Tech & Energy Transition Corp,기타 금융업,556010
1960,DSPG,Dsp Group Inc,반도체 및 반도체 장비,571010
1961,VRA,Vera Bradley Inc,섬유 및 의류,532020
1962,TRIN,Trinity Capital Inc,투자은행 및 서비스,551020
1963,SDAC,Sustainable Development Acquisition I Corp Class A,기타 금융업,556010
1964,HYAC,Haymaker Acquisition Corp III Class A,기타 금융업,556010
1965,AMYT,Amryt Pharma PLC ADR,제약,562010
1966,FRST,Primis Financial Corp,은행,551010
1967,ALZN,Alzamend Neuro Inc,생명과학 및 메디컬 리서치,562020
1968,NAACU,North Atlantic Acquisition Corp,기타 금융업,556010
1969,GBOX,Greenbox Pos,소프트웨어 및 IT서비스,572010
1970,BTNB,Bridgetown 2 Holdings Ltd Class A,기타 금융업,556010
1971,AKUS,Akouos Inc,생명과학 및 메디컬 리서치,562020
1972,ARAY,Accuray Inc,헬스케어 장비 및 용품,561010
1973,MRACU,Marquee Raine Acquisition Corp,기타 금융업,556010
1974,LSEA,Landsea Homes Corp,부동산 운영 관리,601010
1975,JFU,9F Inc ADR,투자은행 및 서비스,551020
1976,SIVBP,SVB Financial Group ADR,은행,551010
1977,INDI,indie Semiconductor Inc Class A,반도체 및 반도체 장비,571010
1978,BDSI,BioDelivery Sciences International Inc,제약,562010
1979,BSKY,Big Sky Growth Partners Inc Class A,기타 금융업,556010
1980,CRESY,Cresud SACIF y A ADR,통신 서비스,574010
1981,RRBI,Red River Bancshares Inc,은행,551010
1982,DHCA,DHC Acquisition Corp Class A,기타 금융업,556010
1983,SSAA,Science Strategic Acquisition Alpha Corp Class A,기타 금융업,556010
1984,GP,GreenPower Motor Company Inc,자동차 및 자동차 부품,531010
1985,HMCO,HumanCo Acquisition Corp Class A,기타 금융업,556010
1986,IBEX,Ibex Ltd,소프트웨어 및 IT서비스,572010
1987,CHPM,CHP Merger Corp Class A,기타 금융업,556010
1988,AGFY,Agrify Corp,식품 및 담배,541020
1989,INZY,Inozyme Pharma Inc,생명과학 및 메디컬 리서치,562020
1990,LLNW,Limelight Networks Inc,소프트웨어 및 IT서비스,572010
1991,AGGR,Agile Growth Corp Class A,기타 금융업,556010
1992,FTRP,Field Trip Health Ltd,생명과학 및 메디컬 리서치,562020
1993,CFVI,CF Acquisition Corp VI Class A,기타 금융업,556010
1994,FSRX,Finserv Acquisition Corp II Class A,기타 금융업,556010
1995,XONE,ExOne Co,"건설장비 및 대형차, 기차, 배",521020
1996,GBLI,Global Indemnity Group LLC Class A,보험,553010
1997,BYSI,Beyondspring Inc,생명과학 및 메디컬 리서치,562020
1998,ADN,Advent Technologies Holdings Inc Class A,재생에너지,502010
1999,VERA,Vera Therapeutics Inc Class A,생명과학 및 메디컬 리서치,562020
2000,CHSCP,CHS Inc PRF,식품 및 담배,541020
2001,BSRR,Sierra Bancorp,은행,551010
2002,ATHA,Athira Pharma Inc,생명과학 및 메디컬 리서치,562020
2003,KRNL,Kernel Group Holdings Inc Class A,기타 금융업,556010
2004,FIXX,Homology Medicines Inc,생명과학 및 메디컬 리서치,562020
2005,VRNA,Verona Pharma PLC ADR,생명과학 및 메디컬 리서치,562020
2006,SMBK,SmartFinancial Inc,은행,551010
2007,ALTU,Altitude Acquisition Corp Class A,기타 금융업,556010
2008,TSIB,Tishman Speyer Innovation Corp II Class A,기타 금융업,556010
2009,WIMI,WiMi Hologram Cloud Inc ADR,소프트웨어 및 IT서비스,572010
2010,OYST,Oyster Point Pharma Inc,생명과학 및 메디컬 리서치,562020
2011,HBMD,Howard Bancorp Inc,은행,551010
2012,IGAC,IG Acquisition Corp Class A,기타 금융업,556010
2013,GPAC,Global Partner Acquisition II Corp Class A,기타 금융업,556010
2014,QMCO,Quantum Corp,"컴퓨터, 전화 및 가전제품",571060
2015,XOMA,XOMA Corp,생명과학 및 메디컬 리서치,562020
2016,DCRCU,Decarbonization Plus Acquisition Corporation III,기타 금융업,556010
2017,PCYO,Pure Cycle Corp,수도 유틸리티,591030
2018,CTMX,CytomX Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2019,QRTEB,Qurate Retail Inc Series B,다양한 소매업,534020
2020,PRQR,ProQR Therapeutics NV,생명과학 및 메디컬 리서치,562020
2021,FUSN,Fusion Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2022,BTAQU,Burgundy Technology Acquisition Corp,기타 금융업,556010
2023,ENFA,890 5th Avenue Partners Inc Class A,기타 금융업,556010
2024,PTSI,PAM Transportation Services Inc,화물 및 물류 서비스,524050
2025,COVA,COVA Acquisition Corp Class A,기타 금융업,556010
2026,IKNA,Ikena Oncology Inc,생명과학 및 메디컬 리서치,562020
2027,ATNX,Athenex Inc,생명과학 및 메디컬 리서치,562020
2028,MOGO,Mogo Inc,은행,551010
2029,FRGI,Fiesta Restaurant Group Inc,호텔 및 엔터테인먼트,533010
2030,EGAN,eGain Corp,소프트웨어 및 IT서비스,572010
2031,PKOH,Park Ohio Holdings Corp,"건설장비 및 대형차, 기차, 배",521020
2032,TH,Target Hospitality Corp,호텔 및 엔터테인먼트,533010
2033,VACQU,Vector Acquisition Corp,기타 금융업,556010
2034,RMGBU,Rmg Acquisition Corporation II,기타 금융업,556010
2035,XPDIU,Power & Digital Infrastructure Acquisition Corp,기타 금융업,556010
2036,HCICU,Hennessy Capital Investment Corp V,기타 금융업,556010
2037,NVEC,NVE Corp,반도체 및 반도체 장비,571010
2038,BLFY,Blue Foundry Bancorp,은행,551010
2039,CIVB,Civista Bancshares Inc,은행,551010
2040,CENHU,Centricus Acquisition Corp,기타 금융업,556010
2041,ALT,Altimmune Inc,생명과학 및 메디컬 리서치,562020
2042,WALDU,Waldencast Acquisition Corp,기타 금융업,556010
2043,IPVI,InterPrivate IV InfraTech Partners Inc Class A,기타 금융업,556010
2044,ICAD,ICAD Inc,헬스케어 장비 및 용품,561010
2045,FWAC,Fifth Wall Acquisition Corp III Class A,기타 금융업,556010
2046,LUXAU,Lux Health Tech Acquisition Corp,기타 금융업,556010
2047,GMBTU,Queen's Gambit Growth Capital,기타 금융업,556010
2048,KIII,Kismet Acquisition Three Corp Class A,기타 금융업,556010
2049,ERESU,East Resources Acquisition Co Unit,기타 금융업,556010
2050,KURIU,Alkuri Global Acquisition Corp,기타 금융업,556010
2051,ATOS,Atossa Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2052,FORA,Forian Inc,소프트웨어 및 IT서비스,572010
2053,SGC,Superior Group of Companies Inc,섬유 및 의류,532020
2054,GAMC,Golden Arrow Merger Corp Class A,기타 금융업,556010
2055,INVE,Identiv Inc,커뮤니케이션 및 네트워킹,571020
2056,ATHX,Athersys Inc,생명과학 및 메디컬 리서치,562020
2057,ZTAQU,Zimmer Energy Transition Acquisition Corp,기타 금융업,556010
2058,HRZN,Horizon Technology Finance Corp,다양한 금융서비스,555010
2059,KLAQ,KL Acquisition Corp Class A,기타 금융업,556010
2060,PPGHU,Poema Global Holdings Corp,기타 금융업,556010
2061,TZPS,TZP Strategies Acquisition Corp Class A,기타 금융업,556010
2062,KMPH,KemPharm Inc,생명과학 및 메디컬 리서치,562020
2063,URGN,Urogen Pharma Ltd,생명과학 및 메디컬 리서치,562020
2064,SPKB,Silver Spike Acquisition Corp II Class A,기타 금융업,556010
2065,ENNVU,ECP Environmental Growth Opportunities Corp,기타 금융업,556010
2066,CLRM,Clarim Acquisition Corp Class A,기타 금융업,556010
2067,AURC,Aurora Acquisition Corp Class A,기타 금융업,556010
2068,DHBC,DHB Capital Corp Class A,기타 금융업,556010
2069,ACGLO,Arch Capital Group Ltd ADR,보험,553010
2070,IPLDP,Interstate Power and Light Co PRF,전기 유틸리티,591010
2071,LBTYB,Liberty Global PLC Class B,미디어 및 출판,533020
2072,TIOAU,Tio Tech A,기타 금융업,556010
2073,SLCRU,Silver Crest Acquisition Corp,기타 금융업,556010
2074,CCB,Coastal Financial Corp (EVERETT),은행,551010
2075,EJFA,EJF Acquisition Corp Class A,기타 금융업,556010
2076,ARRW,Arrowroot Acquisition Corp Class A,기타 금융업,556010
2077,AQB,AquaBounty Technologies Inc,생명과학 및 메디컬 리서치,562020
2078,NATR,Natures Sunshine Products Inc,식품 및 담배,541020
2079,FTCV,Fintech Acquisition Corp V Class A,기타 금융업,556010
2080,HITI,High Tide Inc,식품 및 약품소매,543010
2081,NDACU,Nightdragon Acquisition Corp,기타 금융업,556010
2082,SCOBU,ScION Tech Growth II,기타 금융업,556010
2083,COLIU,Colicity Inc,기타 금융업,556010
2084,RXRAU,RXR Acquisition Corp,기타 금융업,556010
2085,GIIXU,Gores Holdings VIII Inc,기타 금융업,556010
2086,DHHCU,DiamondHead Holdings Corp,기타 금융업,556010
2087,VTIQU,VectoIQ Acquisition Corp II Unit,기타 금융업,556010
2088,OEPWU,One Equity Partners Open Water I Corp,기타 금융업,556010
2089,SCLEU,Broadscale Acquisition Corp,기타 금융업,556010
2090,GLBLU,Cartesian Growth Corp,기타 금융업,556010
2091,CVLG,Covenant Logistics Group Inc Class A,화물 및 물류 서비스,524050
2092,CYBE,CyberOptics Corp,전자 장비 및 부품,571040
2093,SBEAU,SilverBox Engaged Merger Corp I,기타 금융업,556010
2094,ORTX,Orchard Therapeutics PLC ADR,제약,562010
2095,HYRE,HyreCar Inc,운송업,524060
2096,TWLVU,Twelve Seas Investment Co II,기타 금융업,556010
2097,PTOCU,Pine Technology Acquisition Corp,기타 금융업,556010
2098,QTNT,Quotient Ltd,헬스케어 장비 및 용품,561010
2099,AGNCN,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
2100,BDTX,Black Diamond Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2101,CRNT,Ceragon Networks Ltd,커뮤니케이션 및 네트워킹,571020
2102,AFCG,AFC Gamma Inc,은행,551010
2103,KINZ,Kins Technology Group Inc. Class A,기타 금융업,556010
2104,THMA,Thimble Point Acquisition Corp Class A,기타 금융업,556010
2105,HCCC,Healthcare Capital Corp Class A,기타 금융업,556010
2106,GRTS,Gritstone bio Inc,제약,562010
2107,LITTU,Logistics Innovation Technologies Corp,기타 금융업,556010
2108,PLPC,Preformed Line Products Co,"건설장비 및 대형차, 기차, 배",521020
2109,POWL,Powell Industries Inc,"건설장비 및 대형차, 기차, 배",521020
2110,CNTY,Century Casinos Inc,호텔 및 엔터테인먼트,533010
2111,ACTD,ArcLight Clean Transition Corp II Class A,기타 금융업,556010
2112,GTPA,Gores Technology Partners Inc Class A,기타 금융업,556010
2113,KSMTU,Kismet Acquisition One Corp,기타 금융업,556010
2114,ATVC,Tribe Capital Growth Corp I Class A,기타 금융업,556010
2115,AMNB,American National Bankshares Inc,은행,551010
2116,ARTNA,Artesian Resources Corp Class A,수도 유틸리티,591030
2117,ETNB,89Bio Inc,생명과학 및 메디컬 리서치,562020
2118,STIM,Neuronetics Inc,헬스케어 장비 및 용품,561010
2119,TMKR,Tastemaker Acquisition Corp Class A,기타 금융업,556010
2120,THTX,Theratechnologies Inc,제약,562010
2121,FTAA,FTAC Athena Acquisition Corp Class A,기타 금융업,556010
2122,BYTSU,BYTE Acquisition Corp,기타 금융업,556010
2123,EAC,Edify Acquisition Corp Class A,기타 금융업,556010
2124,POW,Powered Brands Class A,기타 금융업,556010
2125,CUE,Cue Biopharma Inc,생명과학 및 메디컬 리서치,562020
2126,NVSA,New Vista Acquisition Corp Class A,기타 금융업,556010
2127,HARP,Harpoon Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2128,KAIR,Kairos Acquisition Corp Class A,기타 금융업,556010
2129,SWET,Athlon Acquisition Corp Class A,기타 금융업,556010
2130,LCUT,Lifetime Brands Inc,가정용품,532040
2131,DTOCU,Digital Transformation Opportunities Corp,기타 금융업,556010
2132,FOREU,Foresight Acquisition Corp,기타 금융업,556010
2133,ADER,26 Capital Acquisition Corp Class A,기타 금융업,556010
2134,HCARU,Healthcare Services Acquisition Corp,기타 금융업,556010
2135,TCBIO,Texas Capital Bancshares Inc ADR,은행,551010
2136,FTPA,FTAC Parnassus Acquisition Corp Class A,기타 금융업,556010
2137,IIII,Insu Acquisition Corp III Class A,기타 금융업,556010
2138,IMCC,IM Cannabis Corp,제약,562010
2139,LMRK,Landmark Infrastructure Partners LP Unit,부동산 운영 관리,601010
2140,IMPL,Impel Neuropharma Inc,생명과학 및 메디컬 리서치,562020
2141,TUEM,Tuesday Morning Corp,다양한 소매업,534020
2142,OSBC,Old Second Bancorp Inc,은행,551010
2143,LACQU,Leisure Acquisition Corp Unit,기타 금융업,556010
2144,LVRA,Levere Holdings Corp Class A,기타 금융업,556010
2145,FCNCP,First Citizens BancShares Inc (Delaware) ADR,은행,551010
2146,FHTX,Foghorn Therapeutics Inc.,생명과학 및 메디컬 리서치,562020
2147,FLGC,Flora Growth Corp,헬스케어 업체 및 서비스,561020
2148,VLGEA,Village Super Market Inc Class A,식품 및 약품소매,543010
2149,PFDRU,Pathfinder Acquisition Corp,기타 금융업,556010
2150,SCOR,Comscore Inc,미디어 및 출판,533020
2151,CMIIU,CM Life Sciences II Inc,기타 금융업,556010
2152,DISCB,Discovery Inc Series B,미디어 및 출판,533020
2153,ONCR,Oncorus Inc,생명과학 및 메디컬 리서치,562020
2154,UTMD,Utah Medical Products Inc,헬스케어 장비 및 용품,561010
2155,ZEUS,Olympic Steel Inc,메탈&마이닝,512010
2156,EXFO,EXFO Inc,"건설장비 및 대형차, 기차, 배",521020
2157,BIVI,BioVie Inc Class A,생명과학 및 메디컬 리서치,562020
2158,PRSRU,Prospector Capital Corp,기타 금융업,556010
2159,PUCK,Goal Acquisitions Corp,기타 금융업,556010
2160,MACQU,MCAP Acquisition Corp,기타 금융업,556010
2161,ITMR,Itamar Medical Ltd ADR,헬스케어 장비 및 용품,561010
2162,CTSO,Cytosorbents Corp,헬스케어 장비 및 용품,561010
2163,IRCP,IRSA Propiedades Comerciales SA ADR,주택 및 상업용 리츠,601020
2164,SDACU,Sustainable Development Acquisition I Corp,기타 금융업,556010
2165,FIII,Forum Merger III Corp Class A,기타 금융업,556010
2166,SVOK,Seven Oaks Acquisition Corp Class A,기타 금융업,556010
2167,HBIO,Harvard Bioscience Inc,헬스케어 장비 및 용품,561010
2168,EMKR,EMCORE Corp,커뮤니케이션 및 네트워킹,571020
2169,CFFE,CF Acquisition Corp VIII Class A,기타 금융업,556010
2170,HLAH,Hamilton Lane Alliance Holdings I Inc Class A,기타 금융업,556010
2171,WAFDP,Washington Federal Inc ADR,은행,551010
2172,HYACU,Haymaker Acquisition Corp III Unit,기타 금융업,556010
2173,GMDA,Gamida Cell Ltd,생명과학 및 메디컬 리서치,562020
2174,CBAT,CBAK Energy Technology Inc,"건설장비 및 대형차, 기차, 배",521020
2175,LMNR,Limoneira Co,식품 및 담배,541020
2176,AVRO,AVROBIO Inc,생명과학 및 메디컬 리서치,562020
2177,FNLC,First Bancorp Inc,은행,551010
2178,KSMT,Kismet Acquisition One Corp,기타 금융업,556010
2179,DRRX,DURECT Corp,생명과학 및 메디컬 리서치,562020
2180,WHF,WhiteHorse Finance Inc,다양한 금융서비스,555010
2181,HMCOU,HumanCo Acquisition Corp,기타 금융업,556010
2182,MVST,Microvast Holdings Inc,기타 금융업,556010
2183,ESCA,Escalade Inc,레저 상품,532050
2184,HCNEU,Jaws Hurricane Acquisition Corp,기타 금융업,556010
2185,EZPW,EZCORP Inc Class A,은행,551010
2186,GSAQ,Global Synergy Acquisition Corp Class A,기타 금융업,556010
2187,MESA,Mesa Air Group Inc,운송업,524060
2188,LNDC,Landec Corp,식품 및 담배,541020
2189,CFV,CF Acquisition Corp V Class A,기타 금융업,556010
2190,ATER,Aterian Inc,가정용품,532040
2191,FSSI,Fortistar Sustainable Solutions Corp Class A,기타 금융업,556010
2192,ITIC,Investors Title Co,보험,553010
2193,VPCB,VPC Impact Acquisition Holdings II Class A,기타 금융업,556010
2194,FLXN,Flexion Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2195,CHPMU,CHP Merger Corp Unit,기타 금융업,556010
2196,ANGN,Angion Biomedica Corp,생명과학 및 메디컬 리서치,562020
2197,PMGMU,Priveterra Acquisition Corp,기타 금융업,556010
2198,LEGO,Legato Merger Corp,기타 금융업,556010
2199,TIPT,Tiptree Inc,기타 금융업,556010
2200,VALU,Value Line Inc,전문 및 상업 서비스,522030
2201,STWO,ACON S2 Acquisition Corp Class A,기타 금융업,556010
2202,AGGRU,Agile Growth Corp,기타 금융업,556010
2203,PFIS,Peoples Financial Services Corp,은행,551010
2204,TACO,Del Taco Restaurants Inc,호텔 및 엔터테인먼트,533010
2205,PBYI,Puma Biotechnology Inc,생명과학 및 메디컬 리서치,562020
2206,SSAAU,Science Strategic Acquisition Alpha Corp,기타 금융업,556010
2207,PPTA,Perpetua Resources Corp,메탈&마이닝,512010
2208,FMIVU,Forum Merger IV Corp,기타 금융업,556010
2209,FBIO,Fortress Biotech Inc,제약,562010
2210,CBNK,Capital Bancorp Inc,은행,551010
2211,JSM,Navient Corp PRF,은행,551010
2212,CFVIU,CF Acquisition Corp VI,기타 금융업,556010
2213,LTRPA,Liberty Tripadvisor Holdings Inc Series A,소프트웨어 및 IT서비스,572010
2214,HBCP,Home Bancorp Inc,은행,551010
2215,RDHL,Redhill Biopharma Ltd ADR,생명과학 및 메디컬 리서치,562020
2216,PSAGU,Property Solutions Acquisition Corp II,기타 금융업,556010
2217,GLRE,Greenlight Capital Re Ltd Class A,보험,553010
2218,SLDB,Solid Biosciences Inc,생명과학 및 메디컬 리서치,562020
2219,RDVT,Red Violet Inc,소프트웨어 및 IT서비스,572010
2220,WILC,G Willi-Food International Ltd,식품 및 약품소매,543010
2221,RCLF,Rosecliff Acquisition Corp I Class A,기타 금융업,556010
2222,SCAQ,Stratim Cloud Acquisition Corp Class A,기타 금융업,556010
2223,PUYI,Puyi Inc ADR,투자은행 및 서비스,551020
2224,SILC,Silicom Ltd,커뮤니케이션 및 네트워킹,571020
2225,GOBI,Gobi Acquisition Corp Class A,기타 금융업,556010
2226,OPT,Opthea Ltd ADR,생명과학 및 메디컬 리서치,562020
2227,MTAC,MedTech Acquisition Corp Class A,기타 금융업,556010
2228,NLTX,Neoleukin Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2229,ALTUU,Altitude Acquisition Corp,기타 금융업,556010
2230,SMSI,Smith Micro Software Inc,소프트웨어 및 IT서비스,572010
2231,TEKK,Tekkorp Digital Acquisition Corp Class A,기타 금융업,556010
2232,HCII,Hudson Executive Investment Corp II Class A,기타 금융업,556010
2233,MON,Monument Circle Acquisition Corp Class A,기타 금융업,556010
2234,PDSB,PDS Biotechnology Corp,생명과학 및 메디컬 리서치,562020
2235,LCAA,L Catterton Asia Acquisition Corp Class A,기타 금융업,556010
2236,EBET,Esports Technologies Inc,호텔 및 엔터테인먼트,533010
2237,DISA,Disruptive Acquisition Corporation I Class A,기타 금융업,556010
2238,IGACU,IG Acquisition Corp,기타 금융업,556010
2239,COVAU,COVA Acquisition Corp,기타 금융업,556010
2240,DHCAU,DHC Acquisition Corp,기타 금융업,556010
2241,GPP,Green Plains Partners LP Unit,오일 및 가스 장비 및 서비스,501030
2242,APYX,Apyx Medical Corp,헬스케어 장비 및 용품,561010
2243,JCICU,Jack Creek Investment Corp.,기타 금융업,556010
2244,TSIBU,Tishman Speyer Innovation Corp II,기타 금융업,556010
2245,AGLE,Aeglea Bio Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2246,CARE,Carter Bank and Trust,은행,551010
2247,BRCN,Burcon NutraScience Corp,식품 및 담배,541020
2248,ARTAU,Artisan Acquisition Corp,기타 금융업,556010
2249,GXIIU,GX Acquisition Corp II,기타 금융업,556010
2250,CPARU,Catalyst Partners Acquisition Corp,기타 금융업,556010
2251,PLMIU,Plum Acquisition I Corp,기타 금융업,556010
2252,GPACU,Global Partner Acquisition II Corp,기타 금융업,556010
2253,ACAHU,Atlantic Coastal Acquisition Corp,기타 금융업,556010
2254,CLSD,Clearside Biomedical Inc,생명과학 및 메디컬 리서치,562020
2255,BSKYU,Big Sky Growth Partners Inc,기타 금융업,556010
2256,VRCA,Verrica Pharmaceuticals Inc,제약,562010
2257,ITHX,ITHAX Acquisition Corp Class A,기타 금융업,556010
2258,AVTE,Aerovate Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2259,REKR,Rekor Systems Inc,소프트웨어 및 IT서비스,572010
2260,ENFAU,890 5th Avenue Partners Inc,기타 금융업,556010
2261,HOFV,Hall of Fame Resort & Entertainment Co,호텔 및 엔터테인먼트,533010
2262,SMMF,Summit Financial Group Inc,은행,551010
2263,SMTI,Sanara Medtech Inc,제약,562010
2264,CVGI,Commercial Vehicle Group Inc,자동차 및 자동차 부품,531010
2265,MPB,Mid Penn Bancorp Inc,은행,551010
2266,SSSS,SuRo Capital Corp,투자은행 및 서비스,551020
2267,PBFS,Pioneer Bancorp Inc,은행,551010
2268,PCB,PCB Bancorp,은행,551010
2269,VECT,VectivBio Holding AG,제약,562010
2270,INBK,First Internet Bancorp,은행,551010
2271,FSBW,FS Bancorp Inc,은행,551010
2272,CFAC,CF Finance Acquisition III Corp,기타 금융업,556010
2273,METC,Ramaco Resources Inc,메탈&마이닝,512010
2274,MEIP,MEI Pharma Inc,생명과학 및 메디컬 리서치,562020
2275,CELC,Celcuity Inc,생명과학 및 메디컬 리서치,562020
2276,NRAC,Noble Rock Acquisition Corp Class A,기타 금융업,556010
2277,LEGOU,Legato Merger Corp,기타 금융업,556010
2278,DBDR,Roman DBDR Tech Acquisition Corp Class A,기타 금융업,556010
2279,NNBR,NN Inc,"건설장비 및 대형차, 기차, 배",521020
2280,AEAC,Authentic Equity Acquisition Corp Class A,기타 금융업,556010
2281,SVFB,SVF Investment Corp 2 Class A,기타 금융업,556010
2282,SIC,Select Interior Concepts Inc Class A,주택건설,532030
2283,TLC,Taiwan Liposome Co Ltd ADR,생명과학 및 메디컬 리서치,562020
2284,SYRS,Syros Pharmaceuticals Inc,제약,562010
2285,PBCTP,People's United Financial Inc PRF,은행,551010
2286,SV,Spring Valley Acquisition Corp Class A,기타 금융업,556010
2287,ARRWU,Arrowroot Acquisition Corp,기타 금융업,556010
2288,MHLD,Maiden Holdings Ltd,보험,553010
2289,ZNTE,Zanite Acquisition Corp Class A,기타 금융업,556010
2290,PVBC,Provident Bancorp Inc (Maryland),은행,551010
2291,GXGX,GX Acquisition Corp Class A,기타 금융업,556010
2292,LCAP,Lionheart Acquisition Corporation II Class A,기타 금융업,556010
2293,INMB,INmune Bio Inc,생명과학 및 메디컬 리서치,562020
2294,CODX,Co-Diagnostics Inc,헬스케어 장비 및 용품,561010
2295,LIVX,Livexlive Media Inc,미디어 및 출판,533020
2296,SPKBU,Silver Spike Acquisition Corp II,기타 금융업,556010
2297,BKCC,BlackRock Capital Investment Corp,다양한 금융서비스,555010
2298,TZPSU,TZP Strategies Acquisition Corp,기타 금융업,556010
2299,LCAAU,L Catterton Asia Acquisition Corp,기타 금융업,556010
2300,EJFAU,EJF Acquisition Corp,기타 금융업,556010
2301,QADB,QAD Inc Class B,소프트웨어 및 IT서비스,572010
2302,CFMS,Conformis Inc,헬스케어 장비 및 용품,561010
2303,PCSB,PCSB Financial Corp,은행,551010
2304,DYNS,Dynamics Special Purpose Corp Class A,기타 금융업,556010
2305,KLAQU,KL Acquisition Corp,기타 금융업,556010
2306,CLRMU,Clarim Acquisition Corp,기타 금융업,556010
2307,III,Information Services Group Inc,전문 및 상업 서비스,522030
2308,IPVIU,InterPrivate IV InfraTech Partners Inc,기타 금융업,556010
2309,DHBCU,DHB Capital Corp,기타 금융업,556010
2310,AKIC,Sports Ventures Acquisition Corp Class A,기타 금융업,556010
2311,MREO,Mereo Biopharma Group PLC ADR,생명과학 및 메디컬 리서치,562020
2312,CIDM,Cinedigm Corp Class A,미디어 및 출판,533020
2313,DFPH,DFP Healthcare Acquisitions Corp Class A,기타 금융업,556010
2314,KIIIU,Kismet Acquisition Three Corp,기타 금융업,556010
2315,CRSA,Crescent Acquisition Corp Class A,기타 금융업,556010
2316,FRON,Frontier Acquisition Corp Class A,기타 금융업,556010
2317,REAX,Real Brokerage Inc,부동산 운영 관리,601010
2318,MTRX,Matrix Service Co,건설 및 엔지니어링,522010
2319,VOSO,Virtuoso Acquisition Corp Class A,기타 금융업,556010
2320,ACEV,ACE Convergence Acquisition Corp Class A,기타 금융업,556010
2321,KAII,Kismet Acquisition Two Corp Class A,기타 금융업,556010
